decision_id,final_n,final_best,agree_n16,agree_n32,agree_n64
2025-2025041222gm-00a9-0000-8add91ad-09-s2-d0,128,3,False,False,True
2025-2025041300gm-00a9-0000-884209f2-00-s3-d16,64,2,True,True,True
2025-2025041300gm-00a9-0000-884209f2-02-s1-d3,128,2,False,True,True
2025-2025041300gm-00a9-0000-884209f2-05-s0-d2,128,1,False,False,False
2025-2025041300gm-00a9-0000-884209f2-07-s1-d23,64,3,True,True,True
2025-2025041300gm-00a9-0000-884209f2-09-s1-d4,64,2,True,False,True
2025-2025041300gm-00a9-0000-884209f2-11-s0-d11,64,3,True,True,True
2025-2025041311gm-00a9-0000-5f819544-00-s1-d11,64,4,False,False,True
2025-2025041311gm-00a9-0000-5f819544-02-s3-d14,64,1,True,True,True
2025-2025041311gm-00a9-0000-5f819544-03-s2-d11,128,4,False,False,False
2025-2025041311gm-00a9-0000-5f819544-05-s2-d3,128,2,True,True,True
2025-2025041311gm-00a9-0000-5f819544-10-s3-d2,64,3,True,True,True
2025-2025041314gm-00a9-0000-447ba93f-01-s2-d0,64,1,False,True,True
2025-2025041314gm-00a9-0000-447ba93f-06-s3-d5,64,1,False,False,True
2025-2025041314gm-00a9-0000-447ba93f-08-s2-d8,96,4,False,False,True
2025-2025041314gm-00a9-0000-447ba93f-10-s2-d5,64,4,False,False,True
2025-2025041317gm-00a9-0000-009de259-00-s0-d15,64,4,False,False,True
2025-2025041317gm-00a9-0000-009de259-01-s0-d22,64,3,True,True,True
2025-2025041520gm-00a9-0000-d292f784-01-s1-d1,64,2,True,True,True
2025-2025041520gm-00a9-0000-d292f784-01-s1-d5,64,2,True,True,True
2025-2025041520gm-00a9-0000-d292f784-02-s3-d5,64,3,True,True,True
2025-2025041520gm-00a9-0000-d292f784-03-s3-d0,64,2,False,False,True
2025-2025041520gm-00a9-0000-d292f784-04-s0-d16,64,4,True,True,True
2025-2025041520gm-00a9-0000-d292f784-04-s0-d7,64,1,True,True,True
2025-2025041520gm-00a9-0000-d292f784-04-s1-d10,64,1,False,False,True
2025-2025041520gm-00a9-0000-d292f784-05-s3-d0,64,1,False,False,True
2025-2025041520gm-00a9-0000-d292f784-07-s1-d10,128,3,False,False,False
2025-2025041520gm-00a9-0000-d292f784-08-s1-d0,64,1,True,True,True
2025-2025041522gm-00a9-0000-b0bc1a7b-01-s1-d2,64,2,True,True,True
2025-2025041522gm-00a9-0000-b0bc1a7b-05-s0-d0,128,4,True,True,True
2025-2025041522gm-00a9-0000-b0bc1a7b-05-s2-d11,128,4,True,True,True
2025-2025041522gm-00a9-0000-b0bc1a7b-06-s1-d6,128,4,False,False,True
2025-2025041612gm-00a9-0000-17df09bd-01-s0-d3,64,1,True,True,True
2025-2025041612gm-00a9-0000-17df09bd-01-s2-d6,64,1,True,True,True
2025-2025041612gm-00a9-0000-17df09bd-03-s3-d0,128,4,False,False,False
2025-2025041612gm-00a9-0000-17df09bd-05-s1-d4,128,1,False,True,True
2025-2025041612gm-00a9-0000-17df09bd-05-s2-d2,64,3,True,True,True
2025-2025041612gm-00a9-0000-17df09bd-05-s2-d7,64,1,True,True,True
2025-2025041618gm-00a9-0000-e2c616d9-03-s3-d7,64,2,True,True,True
2025-2025041618gm-00a9-0000-e2c616d9-06-s2-d12,64,1,True,True,True
2025-2025041618gm-00a9-0000-e2c616d9-10-s1-d3,64,2,True,False,True
2025-2025041619gm-00a9-0000-31ca159b-01-s2-d19,80,4,True,True,True
2025-2025041619gm-00a9-0000-31ca159b-07-s0-d1,64,2,True,True,True
2025-2025041622gm-00a9-0000-82e8b63b-01-s2-d18,64,1,False,False,True
2025-2025041622gm-00a9-0000-82e8b63b-02-s0-d20,64,1,True,True,True
2025-2025041622gm-00a9-0000-82e8b63b-02-s2-d4,64,2,False,False,True
2025-2025041622gm-00a9-0000-82e8b63b-04-s1-d13,48,1,True,True,False
2025-2025041716gm-00a9-0000-248298e2-00-s0-d8,128,3,True,True,True
2025-2025041716gm-00a9-0000-248298e2-00-s3-d2,64,4,True,True,True
2025-2025041716gm-00a9-0000-248298e2-01-s0-d9,64,1,False,True,True
2025-2025041716gm-00a9-0000-248298e2-02-s3-d2,64,1,False,False,True
2025-2025041716gm-00a9-0000-248298e2-05-s1-d8,64,2,True,True,True
2025-2025041716gm-00a9-0000-248298e2-06-s1-d13,64,3,False,False,True
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,128,1,True,True,True
2025-2025122620gm-00a9-0000-0e700f01-04-s3-d11,128,4,True,True,True
2025-2025122620gm-00a9-0000-0e700f01-05-s1-d4,64,3,False,True,True
2025-2025122620gm-00a9-0000-0e700f01-06-s0-d0,64,4,True,True,True
2025-2025122807gm-00a9-0000-c1328d8f-00-s3-d8,64,4,True,True,True
2025-2025122807gm-00a9-0000-c1328d8f-01-s3-d4,64,3,False,True,True
2025-2025122807gm-00a9-0000-c1328d8f-03-s2-d1,64,4,True,True,True
2025-2025122807gm-00a9-0000-c1328d8f-04-s2-d7,64,4,True,True,True
2025-2025122807gm-00a9-0000-c1328d8f-08-s1-d13,64,1,False,False,True
2025-2025122807gm-00a9-0000-c1328d8f-10-s1-d12,64,2,True,True,True
2025-2025122819gm-00a9-0000-ec66618b-01-s1-d3,64,3,True,False,True
2025-2025122819gm-00a9-0000-ec66618b-02-s3-d5,128,3,False,False,True
2025-2025122819gm-00a9-0000-ec66618b-05-s1-d1,64,1,False,True,True
2025-2025122819gm-00a9-0000-ec66618b-05-s2-d6,64,1,True,True,True
2025-2025122819gm-00a9-0000-ec66618b-09-s0-d7,128,2,False,False,False
2025-2025122914gm-00a9-0000-be67f40d-01-s3-d1,64,1,False,False,True
2025-2025122914gm-00a9-0000-be67f40d-04-s2-d6,64,3,True,True,True
2025-2025122914gm-00a9-0000-be67f40d-05-s2-d3,128,1,True,False,False
2025-2025122914gm-00a9-0000-be67f40d-05-s3-d1,64,4,True,True,True
2025-2025123119gm-00a9-0000-4c392a7b-00-s3-d13,128,1,False,False,True
2025-2025123119gm-00a9-0000-4c392a7b-00-s3-d17,64,1,False,True,True
2025-2025123119gm-00a9-0000-4c392a7b-03-s0-d0,64,1,True,False,True
2025-2025123119gm-00a9-0000-4c392a7b-04-s0-d7,64,3,False,True,True
2025-2025123119gm-00a9-0000-4c392a7b-04-s3-d10,128,4,True,True,True
2025-2025123119gm-00a9-0000-4c392a7b-06-s0-d21,64,3,True,True,True
2025-2025123119gm-00a9-0000-4c392a7b-06-s0-d3,64,1,True,True,True
2025-2025123119gm-00a9-0000-4c392a7b-07-s1-d10,48,1,False,True,False
2025-2025123121gm-00a9-0000-1ceba434-05-s0-d8,64,2,True,True,True
2025-2025123121gm-00a9-0000-1ceba434-07-s3-d9,128,2,True,True,True
2025-2025123121gm-00a9-0000-60ebef25-09-s0-d4,64,3,True,True,True
2025-2025123121gm-00a9-0000-60ebef25-11-s1-d2,64,3,False,False,True
2025-2025123121gm-00a9-0000-60ebef25-12-s1-d11,64,2,True,True,True
