state_id,game_seed,kyoku_ordinal,chang,ju,honba,riichi_sticks,round_initial_scores,round_end_scores,next_oya,next_round_wind,next_honba,next_kyotaku,end_rank_seat0,end_rank_seat1,end_rank_seat2,end_rank_seat3,score_spread,stage_group,grp_p1_seat0,grp_p2_seat0,grp_p3_seat0,grp_p4_seat0,grp_value_seat0,grp_p1_seat1,grp_p2_seat1,grp_p3_seat1,grp_p4_seat1,grp_value_seat1,grp_p1_seat2,grp_p2_seat2,grp_p3_seat2,grp_p4_seat2,grp_value_seat2,grp_p1_seat3,grp_p2_seat3,grp_p3_seat3,grp_p4_seat3,grp_value_seat3,n,mc_mean_seat0,mc_std_seat0,mc_se_seat0,mc_mean_seat1,mc_std_seat1,mc_se_seat1,mc_mean_seat2,mc_std_seat2,mc_se_seat2,mc_mean_seat3,mc_std_seat3,mc_se_seat3
g20260825_ky00,20260825,0,0,0,2,0,"[40800, 22300, 14600, 22300]","[40800, 19700, 14600, 24900]",1,0,0,0,1,3,4,2,26200,early,0.5744442939758301,0.30460789799690247,0.09187411516904831,0.02907373569905758,6.304640714079142,0.10733597725629807,0.2462892383337021,0.33993029594421387,0.3064444065093994,-2.3656485229730606,0.07846672832965851,0.16706722974777222,0.2712542414665222,0.48321184515953064,-4.464199215173721,0.17406831681728363,0.29569342732429504,0.32138365507125854,0.20885469019412994,-0.45062464475631714,128,7.03125,5.081907850559158,0.4491814378119416,-2.28125,6.629613235592504,0.5859805594414434,-4.4375,6.5252387050191745,0.576755067147498,-0.3125,6.815625863081967,0.6024219082269593
g20260825_ky02,20260825,2,0,2,0,0,"[39800, 17700, 18600, 23900]","[40800, 17700, 18600, 22900]",3,0,0,0,1,4,3,2,23100,middle,0.635090708732605,0.279676228761673,0.06612729281187057,0.019105801358819008,7.014044817537069,0.0644836574792862,0.21064253151416779,0.318080335855484,0.4067934453487396,-3.852849096059799,0.085100457072258,0.2264157384634018,0.32324591279029846,0.36523786187171936,-3.1886947453022003,0.1333203911781311,0.28848838806152344,0.3146973252296448,0.2634938955307007,-1.4065707921981812,128,7.921875,4.284396474371426,0.3786907250399714,-3.296875,6.237250776110777,0.5513002899686233,-3.78125,6.330699479955735,0.5595600664913563,-0.84375,6.867058763618681,0.6069679773201597
g20260825_ky07,20260825,7,1,3,1,2,"[35400, 31400, 15000, 16200]","[35400, 31400, 12700, 20500]",3,1,2,0,1,2,4,3,22700,late,0.7764227390289307,0.2154977172613144,0.007371250540018082,0.0007083196542225778,8.589650060632266,0.11710705608129501,0.8376858830451965,0.043762508779764175,0.0014445277629420161,4.332318780245259,0.0030456690583378077,0.010080567561089993,0.09924808144569397,0.8876256346702576,-9.202469711657614,0.027606626972556114,0.03155261650681496,0.8132014274597168,0.12763935327529907,-4.126922506839037,64,7.4375,3.275086331104949,0.40938579138811865,5.40625,4.150803135137424,0.518850391892178,-8.84375,2.7326291195041277,0.34157863993801596,-4.0,4.320493798938574,0.5400617248673217
g20260828_ky00,20260828,0,0,0,1,0,"[28000, 24000, 24000, 24000]","[28000, 24000, 28200, 19800]",1,0,0,0,2,3,1,4,8400,early,0.27690258622169495,0.2786029577255249,0.2638607919216156,0.18063361942768097,1.021658331155777,0.20005691051483154,0.24482068419456482,0.275846391916275,0.2792759835720062,-0.9162935614585876,0.2818180024623871,0.2695634961128235,0.25084471702575684,0.1977737993001938,0.9153171479701996,0.18068799376487732,0.17821364104747772,0.24391645193099976,0.3971818685531616,-2.427749991416931,192,1.875,7.280829019018952,0.5254485742567789,-0.1875,7.633369151778908,0.5508909668254173,1.4166666666666667,7.32444328662512,0.5285961628996451,-3.1041666666666665,7.281158596412264,0.5254723594563723
g20260832_ky06,20260832,6,1,2,1,0,"[30000, 23100, 25700, 21200]","[24500, 28600, 25700, 21200]",3,1,0,0,3,1,2,4,7400,late,0.21764756739139557,0.27983778715133667,0.30212387442588806,0.2003907561302185,0.08342376351356506,0.3808148503303528,0.34967178106307983,0.18600499629974365,0.08350837230682373,3.6277319192886353,0.22258737683296204,0.300944447517395,0.31400415301322937,0.16246402263641357,0.5489947199821472,0.14384499192237854,0.0981455072760582,0.18885798752307892,0.5691515207290649,-4.615915209054947,192,-1.4791666666666667,7.371913824648615,0.5320220538879502,4.822916666666667,5.404079885293311,0.3900058720620419,0.6458333333333334,6.484745154650866,0.46799617008297484,-3.9895833333333335,8.100151626357531,0.5845780902442883
g20260832_ky07,20260832,7,1,3,0,0,"[24500, 28600, 25700, 21200]","[24500, 26600, 27700, 21200]",0,2,0,0,3,2,1,4,6500,late,0.1568850576877594,0.2931382954120636,0.44553378224372864,0.10444287955760956,-0.08516016602516174,0.19494254887104034,0.519790768623352,0.22538723051548004,0.059879448264837265,2.528245158493519,0.3962298333644867,0.4460880756378174,0.12058423459529877,0.03709784522652626,4.893335245549679,0.070621557533741,0.013109497725963593,0.0806608721613884,0.8356081247329712,-7.920071169734001,192,-0.8958333333333334,7.524451125959016,0.5430304853845775,1.5833333333333333,6.790302087777905,0.4900478422821814,3.75,5.947413534360218,0.429217600630612,-4.4375,7.606572660796652,0.5489570966651744
g20260832_ky08,20260832,8,2,0,0,0,"[24500, 26600, 27700, 21200]","[24500, 29900, 28000, 17600]",1,2,0,0,3,1,2,4,12300,late,0.09471795707941055,0.23100711405277252,0.5595752000808716,0.11469972133636475,-1.5140899866819382,0.48376041650772095,0.3709357678890228,0.12239889800548553,0.02290491759777069,5.602702468633652,0.2868582010269165,0.4793097972869873,0.19424058496952057,0.039591435343027115,3.612944506108761,0.06009439378976822,0.02149442583322525,0.06362996995449066,0.8547812104225159,-8.115410342812538,128,-2.09375,5.376293105761173,0.4752016640912762,5.78125,5.602217643012903,0.4951707606321676,3.984375,5.70396239537692,0.5041638111755103,-7.671875,5.251335600640201,0.46415687668737715
g20260832_ky09,20260832,9,2,1,0,0,"[24500, 29900, 28000, 17600]","[23700, 28300, 27200, 20800]",2,2,0,0,3,1,2,4,7500,late,0.08041997253894806,0.2100217342376709,0.5690287947654724,0.14052949845790863,-2.0371235013008118,0.3939778208732605,0.48721563816070557,0.09708156436681747,0.02172495424747467,5.283064961433411,0.3007465898990631,0.536228358745575,0.13490451872348785,0.02812054567039013,4.331555802375078,0.06649162620306015,0.01427802536636591,0.08143959194421768,0.8377907872200012,-7.981637876480818,192,-1.3333333333333333,7.09644357011345,0.5121417006867487,3.9895833333333335,6.120936162985513,0.4417405176740251,3.2395833333333335,6.346446079180941,0.4580152940265702,-5.895833333333333,6.46776811835503,0.4667709580235445
g20260833_ky01,20260833,1,0,1,0,0,"[25000, 30200, 25000, 19800]","[22000, 30200, 28000, 19800]",2,0,0,0,3,1,2,4,10400,early,0.1772584617137909,0.22548121213912964,0.27839502692222595,0.3188653290271759,-1.6277239322662354,0.34418970346450806,0.2934643030166626,0.22060105204582214,0.14174489676952362,2.315901070833206,0.28544071316719055,0.2794959247112274,0.24607016146183014,0.1889932006597519,1.0981781780719757,0.17652754485607147,0.16679058969020844,0.2521401643753052,0.4045417010784149,-2.6215398609638214,192,-1.59375,7.257533547543358,0.5237673684158621,2.1458333333333335,7.326319428606873,0.5287315617844205,2.2708333333333335,6.852949327491469,0.4945690173712581,-2.8229166666666665,7.7154835711363345,0.5568170645904623
g20260833_ky03,20260833,3,0,3,0,0,"[20700, 28900, 25400, 25000]","[23700, 27900, 24400, 24000]",0,1,1,0,4,1,2,3,4200,middle,0.2207857370376587,0.2305677980184555,0.25845369696617126,0.29019272327423096,-0.8056134581565857,0.29309725761413574,0.2858787178993225,0.24634449183940887,0.17467951774597168,1.3423143029212952,0.21109172701835632,0.23899193108081818,0.26612579822540283,0.2837905287742615,-0.8355234861373901,0.22131696343421936,0.19678261876106262,0.2543177902698517,0.32758256793022156,-1.2927967309951782,192,-0.6145833333333334,7.696969950723374,0.555480959124325,1.6875,7.386576901691834,0.5330802703227066,-0.2916666666666667,7.572223513303578,0.5464781604712293,-0.78125,7.624297238235361,0.5502362578596133
g20260834_ky04,20260834,4,1,0,0,0,"[17900, 20800, 32200, 29100]","[16900, 19800, 31200, 31100]",1,1,1,1,4,3,1,2,14300,middle,0.06504049897193909,0.10826943814754486,0.2805606424808502,0.5461294054985046,-5.500053882598877,0.08439938724040985,0.1539928913116455,0.36722925305366516,0.3943784832954407,-3.952736407518387,0.38317134976387024,0.41787660121917725,0.15304496884346008,0.04590706527233124,4.431969374418259,0.4384194314479828,0.3400501608848572,0.15964382886886597,0.06188653036952019,4.486954338848591,128,-5.5,5.6512837368173034,0.4995076315890959,-3.609375,6.583484914697325,0.5819033533777273,4.90625,5.733500806319206,0.5067746625108561,4.203125,6.323757697549997,0.5589464938147789
g20260834_ky06,20260834,6,1,2,1,0,"[18000, 17700, 31300, 33000]","[18000, 20300, 29700, 32000]",3,1,0,0,4,3,2,1,14000,late,0.03492710366845131,0.05308167636394501,0.2625211775302887,0.6494700908660889,-6.98318787664175,0.03851529583334923,0.08741571754217148,0.49857640266418457,0.375492662191391,-5.01441640406847,0.285624235868454,0.5735855102539062,0.11621911823749542,0.024571185931563377,4.439996067434549,0.5717681050300598,0.34945690631866455,0.05784066766500473,0.0209343321621418,6.674802683293819,64,-7.46875,4.11334934781169,0.5141686684764613,-5.5,4.186144947778269,0.5232681184722836,5.0,3.491486243775878,0.4364357804719847,7.96875,3.4271036871591267,0.42838796089489084
g20260835_ky07,20260835,7,1,3,0,0,"[16900, 33800, 29200, 20100]","[14300, 31200, 26600, 27900]",3,1,1,0,4,1,3,2,16900,late,0.00489523122087121,0.0011408340651541948,0.012901989743113518,0.9810618758201599,-9.808711068704724,0.4560891389846802,0.47709646821022034,0.05828221142292023,0.008532225154340267,6.1508261654525995,0.12495539337396622,0.29890745878219604,0.5510919690132141,0.025045184418559074,-0.00963595137000084,0.30849605798721313,0.2028396874666214,0.4676043689250946,0.02105989120900631,1.8153029419481754,128,-8.625,4.0683142826436365,0.35959157715692497,6.109375,4.63678271401711,0.40983756249625775,0.171875,5.827047137826902,0.5150430681813831,2.34375,6.607604185396258,0.5840352158612884
g20260836_ky01,20260836,1,0,1,1,0,"[23500, 26500, 26500, 23500]","[24000, 25000, 25000, 25000]",2,0,2,1,4,1,2,3,1000,early,0.22342360019683838,0.24661210179328918,0.25792965292930603,0.2720346450805664,-0.5313806533813477,0.22306226193904877,0.2461690902709961,0.2571953237056732,0.2735733389854431,-0.549215704202652,0.23101511597633362,0.24471022188663483,0.25667065382003784,0.2676040530204773,-0.41373109817504883,0.24528715014457703,0.21566085517406464,0.24970829486846924,0.2893437147140503,-0.5767554044723511,192,-0.20833333333333334,7.63282614134594,0.5508517784229614,0.21875,7.661289278126845,0.552905928383266,0.17708333333333334,7.546705937434438,0.54463658805909,-0.1875,7.690767566320172,0.5550333405862243
g20260836_ky04,20260836,4,1,0,0,0,"[15100, 22300, 40300, 22300]","[27100, 22300, 28300, 22300]",0,1,1,0,2,3,1,4,6000,middle,0.2627291679382324,0.2947632074356079,0.27463483810424805,0.16787278652191162,1.0290772914886475,0.15630947053432465,0.21410273015499115,0.2819152772426605,0.34767258167266846,-2.1848812997341156,0.32114434242248535,0.30731290578842163,0.2408527135848999,0.13069003820419312,2.1703838109970093,0.17534886300563812,0.16430498659610748,0.26223403215408325,0.39811208844184875,-2.6193484365940094,192,1.6041666666666667,7.46437145289116,0.5386946084572587,-1.1666666666666667,7.42807278306467,0.536074977607815,1.8958333333333333,7.09173867377408,0.5118021540407431,-2.3333333333333335,7.680350486476085,0.5542815526047051
