pair_id,pair_key,state_a,state_b,seat,pair_kind,stage_group,kyoku_ordinal_a,kyoku_ordinal_b,score_diff,grp_value_a,grp_value_b,mc_value_a,mc_value_b,mc_se_a,mc_se_b,delta_grp,delta_mc,delta_mc_se,n_a,n_b
g20260812_ky02|g20260824_ky02|s1,g20260812_ky02|g20260824_ky02,g20260812_ky02,g20260824_ky02,1,hard,middle,2,2,200,-3.033876545727253,0.4231169670820236,-3.25,0.34375,0.5296336573742477,0.6308137342051968,-3.4569935128092766,-3.59375,0.823673344406341,128,64
g20260812_ky02|g20260834_ky04|s1,g20260812_ky02|g20260834_ky04,g20260812_ky02,g20260834_ky04,1,hard,middle,2,4,200,-3.033876545727253,-3.952736407518387,-3.25,-3.609375,0.5296336573742477,0.5819033533777273,0.9188598617911339,0.359375,0.7868439004630247,128,128
g20260834_ky04|g20260838_ky02|s1,g20260834_ky04|g20260838_ky02,g20260834_ky04,g20260838_ky02,1,hard,middle,4,2,200,-3.952736407518387,-2.958494395017624,-3.609375,-3.6875,0.5819033533777273,0.5053501391006094,-0.9942420125007629,0.078125,0.770707646102755,128,192
g20260812_ky02|g20260838_ky02|s1,g20260812_ky02|g20260838_ky02,g20260812_ky02,g20260838_ky02,1,hard,middle,2,2,400,-3.033876545727253,-2.958494395017624,-3.25,-3.6875,0.5296336573742477,0.5053501391006094,-0.07538215070962906,0.4375,0.7320454727082378,128,192
g20260824_ky02|g20260834_ky04|s1,g20260824_ky02|g20260834_ky04,g20260824_ky02,g20260834_ky04,1,hard,middle,2,4,400,0.4231169670820236,-3.952736407518387,0.34375,-3.609375,0.6308137342051968,0.5819033533777273,4.3758533746004105,3.953125,0.8582176180515924,64,128
g20260833_ky03|g20260846_ky04|s1,g20260833_ky03|g20260846_ky04,g20260833_ky03,g20260846_ky04,1,hard,middle,3,4,400,1.3423143029212952,-0.2442493736743927,1.6875,-0.1875,0.5330802703227066,0.5298368769175398,1.5865636765956879,1.875,0.7515994217327885,192,128
g20260838_ky04|g20260840_ky03|s1,g20260838_ky04|g20260840_ky03,g20260838_ky04,g20260840_ky03,1,hard,middle,4,3,500,3.884596899151802,3.5552461445331573,4.9375,3.65625,0.4940280663231195,0.48576240037740553,0.3293507546186447,1.28125,0.6928411361454944,128,192
g20260818_ky03|g20260838_ky02|s1,g20260818_ky03|g20260838_ky02,g20260818_ky03,g20260838_ky02,1,hard,middle,3,2,600,-2.9138203114271164,-2.958494395017624,-2.84375,-3.6875,0.6016747357973828,0.5053501391006094,0.04467408359050751,0.84375,0.7857424837603321,128,192
g20260811_ky03|g20260839_ky04|s1,g20260811_ky03|g20260839_ky04,g20260811_ky03,g20260839_ky04,1,easy,middle,3,4,22700,-6.066322451457381,5.5706965029239655,-5.4375,4.65625,0.49452589042355766,0.4946114034803038,-11.637018954381347,-10.09375,0.6994256906576769,128,128
g20260811_ky03|g20260837_ky03|s1,g20260811_ky03|g20260837_ky03,g20260811_ky03,g20260837_ky03,1,easy,middle,3,3,21300,-6.066322451457381,4.439712300896645,-5.4375,4.625,0.49452589042355766,0.5172944074093667,-10.506034752354026,-10.0625,0.7156461138273723,128,128
g20260813_ky06|g20260843_ky06|s1,g20260813_ky06|g20260843_ky06,g20260813_ky06,g20260843_ky06,1,hard,late,6,6,0,-6.349987860769033,-3.85682749163243,-6.46875,-3.5625,0.44037814626335536,0.30689416380533824,-2.4931603691366035,-2.90625,0.5367652554740545,64,64
g20260815_ky07|g20260832_ky09|s1,g20260815_ky07|g20260832_ky09,g20260815_ky07,g20260832_ky09,1,hard,late,7,9,0,6.418349251151085,5.283064961433411,4.395833333333333,3.9895833333333335,0.4344560859338984,0.4417405176740251,1.1352842897176743,0.40624999999999956,0.619585971080623,192,192
g20260813_ky06|g20260818_ky06|s1,g20260813_ky06|g20260818_ky06,g20260813_ky06,g20260818_ky06,1,hard,late,6,6,100,-6.349987860769033,-4.883559552486986,-6.46875,-5.3125,0.44037814626335536,0.3125,-1.4664283082820475,-1.15625,0.5399899644496639,64,64
g20260818_ky06|g20260843_ky06|s1,g20260818_ky06|g20260843_ky06,g20260818_ky06,g20260843_ky06,1,hard,late,6,6,100,-4.883559552486986,-3.85682749163243,-5.3125,-3.5625,0.3125,0.30689416380533824,-1.026732060854556,-1.75,0.43799575086726333,64,64
g20260818_ky06|g20260843_ky05|s1,g20260818_ky06|g20260843_ky05,g20260818_ky06,g20260843_ky05,1,hard,late,6,5,200,-4.883559552486986,-3.399753831909038,-5.3125,-2.09375,0.3125,0.45300952962224916,-1.4838057205779478,-3.21875,0.5503397895196852,64,64
g20260825_ky07|g20260835_ky07|s1,g20260825_ky07|g20260835_ky07,g20260825_ky07,g20260835_ky07,1,hard,late,7,7,200,4.332318780245259,6.1508261654525995,5.40625,6.109375,0.518850391892178,0.40983756249625775,-1.8185073852073401,-0.703125,0.6611902576411275,64,128
g20260813_ky06|g20260843_ky05|s1,g20260813_ky06|g20260843_ky05,g20260813_ky06,g20260843_ky05,1,hard,late,6,5,300,-6.349987860769033,-3.399753831909038,-6.46875,-2.09375,0.44037814626335536,0.45300952962224916,-2.9502340288599953,-4.375,0.6317836224807672,64,64
g20260815_ky07|g20260832_ky06|s1,g20260815_ky07|g20260832_ky06,g20260815_ky07,g20260832_ky06,1,hard,late,7,6,300,6.418349251151085,3.6277319192886353,4.395833333333333,4.822916666666667,0.4344560859338984,0.3900058720620419,2.7906173318624496,-0.4270833333333339,0.5838293165368426,192,192
g20260812_ky07|g20260819_ky05|s1,g20260812_ky07|g20260819_ky05,g20260812_ky07,g20260819_ky05,1,easy,late,7,5,25000,-9.469377604022156,5.9541851775720716,-7.6875,5.96875,0.5979773280991805,0.5409650905249493,-15.423562781594228,-13.65625,0.806362272237052,64,64
g20260814_ky06|g20260819_ky05|s1,g20260814_ky06|g20260819_ky05,g20260814_ky06,g20260819_ky05,1,easy,late,6,5,24600,-7.927388441748917,5.9541851775720716,-8.03125,5.96875,0.3549317716125171,0.5409650905249493,-13.881573619320989,-14.0,0.647008339719564,64,64
g20260816_ky00|g20260836_ky01|s2,g20260816_ky00|g20260836_ky01,g20260816_ky00,g20260836_ky01,2,hard,early,0,1,0,-0.22571319341659546,-0.41373109817504883,-0.9583333333333334,0.17708333333333334,0.5209314916229525,0.54463658805909,0.18801790475845337,-1.1354166666666667,0.7536568396937435,192,192
g20260816_ky00|g20260844_ky00|s2,g20260816_ky00|g20260844_ky00,g20260816_ky00,g20260844_ky00,2,hard,early,0,0,0,-0.22571319341659546,-0.3476295471191406,-0.9583333333333334,-1.1979166666666667,0.5209314916229525,0.5378476382657774,0.12191635370254517,0.23958333333333337,0.7487654512279455,192,192
g20260836_ky01|g20260844_ky00|s2,g20260836_ky01|g20260844_ky00,g20260836_ky01,g20260844_ky00,2,hard,early,1,0,0,-0.41373109817504883,-0.3476295471191406,0.17708333333333334,-1.1979166666666667,0.54463658805909,0.5378476382657774,-0.0661015510559082,1.375,0.7654469903531671,192,192
g20260828_ky00|g20260833_ky01|s2,g20260828_ky00|g20260833_ky01,g20260828_ky00,g20260833_ky01,2,hard,early,0,1,200,0.9153171479701996,1.0981781780719757,1.4166666666666667,2.2708333333333335,0.5285961628996451,0.4945690173712581,-0.18286103010177612,-0.8541666666666667,0.7238870190684454,192,192
g20260818_ky01|g20260821_ky00|s2,g20260818_ky01|g20260821_ky00,g20260818_ky01,g20260821_ky00,2,hard,early,1,0,300,-1.5792099237442017,-1.2587558031082153,-1.1458333333333333,-1.7604166666666667,0.5489736543341548,0.5508842637436928,-0.32045412063598633,0.6145833333333335,0.7777181656573456,192,192
g20260815_ky01|g20260828_ky00|s2,g20260815_ky01|g20260828_ky00,g20260815_ky01,g20260828_ky00,2,hard,early,1,0,1500,2.318273648619652,0.9153171479701996,2.5625,1.4166666666666667,0.5856458427664336,0.5285961628996451,1.4029565006494522,1.1458333333333333,0.7889201205330196,128,192
g20260815_ky01|g20260833_ky01|s2,g20260815_ky01|g20260833_ky01,g20260815_ky01,g20260833_ky01,2,hard,early,1,1,1700,2.318273648619652,1.0981781780719757,2.5625,2.2708333333333335,0.5856458427664336,0.4945690173712581,1.220095470547676,0.2916666666666665,0.7665373872768229,128,192
g20260815_ky01|g20260821_ky01|s2,g20260815_ky01|g20260821_ky01,g20260815_ky01,g20260821_ky01,2,hard,early,1,1,2100,2.318273648619652,2.6805838644504547,2.5625,3.375,0.5856458427664336,0.49399204584816603,-0.3623102158308029,-0.8125,0.7661652527430769,128,192
g20260821_ky01|g20260824_ky01|s2,g20260821_ky01|g20260824_ky01,g20260821_ky01,g20260824_ky01,2,easy,early,1,1,29600,2.6805838644504547,-7.17854564730078,3.375,-7.34375,0.49399204584816603,0.6471161415041646,9.859129511751235,10.71875,0.8141175848466207,192,64
g20260821_ky01|g20260824_ky00|s2,g20260821_ky01|g20260824_ky00,g20260821_ky01,g20260824_ky00,2,easy,early,1,0,28600,2.6805838644504547,-6.859553119633347,3.375,-7.46875,0.49399204584816603,0.5532052840578476,9.540136984083802,10.84375,0.7416631497322625,192,64
g20260833_ky03|g20260840_ky03|s2,g20260833_ky03|g20260840_ky03,g20260833_ky03,g20260840_ky03,2,hard,middle,3,3,200,-0.8355234861373901,-0.6135608553886414,-0.2916666666666667,-1.0208333333333333,0.5464781604712293,0.48852218277754383,-0.22196263074874878,0.7291666666666665,0.7330022530236552,192,192
g20260824_ky04|g20260846_ky04|s2,g20260824_ky04|g20260846_ky04,g20260824_ky04,g20260846_ky04,2,hard,middle,4,4,300,-7.782425958663225,-9.189610980451107,-8.375,-9.25,0.4732423621500228,0.268965647778744,1.4071850217878819,0.875,0.54433523955222,64,128
g20260839_ky04|g20260844_ky02|s2,g20260839_ky04|g20260844_ky02,g20260839_ky04,g20260844_ky02,2,hard,middle,4,2,600,-1.9611496478319168,-1.3639648854732513,-1.546875,-1.3229166666666667,0.5738797902492264,0.5055316598650824,-0.5971847623586655,-0.22395833333333326,0.7647877305386387,128,192
g20260824_ky03|g20260846_ky04|s2,g20260824_ky03|g20260846_ky04,g20260824_ky03,g20260846_ky04,2,hard,middle,3,4,700,-6.641930857207626,-9.189610980451107,-8.109375,-9.25,0.360656521978284,0.268965647778744,2.547680123243481,1.140625,0.4499062641601157,128,128
g20260839_ky04|g20260840_ky03|s2,g20260839_ky04|g20260840_ky03,g20260839_ky04,g20260840_ky03,2,hard,middle,4,3,900,-1.9611496478319168,-0.6135608553886414,-1.546875,-1.0208333333333333,0.5738797902492264,0.48852218277754383,-1.3475887924432755,-0.5260416666666667,0.7536523978083212,128,192
g20260825_ky02|g20260837_ky03|s2,g20260825_ky02|g20260837_ky03,g20260825_ky02,g20260837_ky03,2,hard,middle,2,3,1100,-3.1886947453022003,-3.461977928876877,-3.78125,-3.75,0.5595600664913563,0.5793357586580018,0.2732831835746765,-0.03125,0.8054423562686863,128,128
g20260833_ky03|g20260839_ky04|s2,g20260833_ky03|g20260839_ky04,g20260833_ky03,g20260839_ky04,2,hard,middle,3,4,1100,-0.8355234861373901,-1.9611496478319168,-0.2916666666666667,-1.546875,0.5464781604712293,0.5738797902492264,1.1256261616945267,1.2552083333333333,0.7924496157665261,192,128
g20260811_ky03|g20260818_ky03|s2,g20260811_ky03|g20260818_ky03,g20260811_ky03,g20260818_ky03,2,hard,middle,3,3,1300,-4.037197787314653,-4.2644714415073395,-4.125,-3.59375,0.4792700732881266,0.5692062503288117,0.22727365419268608,-0.53125,0.7441072224908128,128,128
g20260812_ky02|g20260824_ky02|s2,g20260812_ky02|g20260824_ky02,g20260812_ky02,g20260824_ky02,2,easy,middle,2,2,43000,8.028688138350844,-7.611028780695051,8.328125,-8.46875,0.3643685508133906,0.46875,15.639716919045895,16.796875,0.5937095277337651,128,64
g20260812_ky02|g20260824_ky04|s2,g20260812_ky02|g20260824_ky04,g20260812_ky02,g20260824_ky04,2,easy,middle,2,4,41000,8.028688138350844,-7.782425958663225,8.328125,-8.375,0.3643685508133906,0.4732423621500228,15.81111409701407,16.703125,0.5972627346111455,128,64
g20260813_ky06|g20260834_ky06|s2,g20260813_ky06|g20260834_ky06,g20260813_ky06,g20260834_ky06,2,hard,late,6,6,0,4.146959679201245,4.439996067434549,4.625,5.0,0.4055052697678833,0.4364357804719847,-0.293036388233304,-0.375,0.595743832771867,64,64
g20260813_ky05|g20260832_ky06|s2,g20260813_ky05|g20260832_ky06,g20260813_ky05,g20260832_ky06,2,hard,late,5,6,100,0.7732476890087128,0.5489947199821472,0.9375,0.6458333333333334,0.5034025466917584,0.46799617008297484,0.22425296902656555,0.29166666666666663,0.687338736888938,128,192
g20260832_ky09|g20260835_ky07|s2,g20260832_ky09|g20260835_ky07,g20260832_ky09,g20260835_ky07,2,hard,late,9,7,600,4.331555802375078,-0.00963595137000084,3.2395833333333335,0.171875,0.4580152940265702,0.5150430681813831,4.341191753745079,3.0677083333333335,0.6892368037503065,192,128
