state_id,n,mc_mean_seat0,mc_std_seat0,mc_se_seat0,mc_mean_seat1,mc_std_seat1,mc_se_seat1,mc_mean_seat2,mc_std_seat2,mc_se_seat2,mc_mean_seat3,mc_std_seat3,mc_se_seat3
g20260812_ky02,128,-5.09375,5.799046215359386,0.5125681129118507,-3.25,5.992120810783409,0.5296336573742477,8.328125,4.122359570100218,0.3643685508133906,0.015625,6.371670042764163,0.5631813868402148
g20260813_ky05,128,-6.15625,5.433111519875289,0.4802237498308208,-3.40625,5.790893611429728,0.5118475177214771,0.9375,5.69534967091712,0.5034025466917584,8.625,3.5472069527100234,0.3135317613166658
g20260814_ky06,64,9.4375,1.7627089541790095,0.2203386192723762,-8.03125,2.839454172900137,0.3549317716125171,-5.96875,2.839454172900137,0.3549317716125171,4.5625,1.7627089541790095,0.2203386192723762
g20260815_ky07,192,-2.1979166666666665,8.082195274413516,0.5832822021657207,4.395833333333333,6.020000115960178,0.4344560859338984,-1.625,7.220172439239663,0.5210710626738171,-0.5729166666666666,7.228861281527967,0.5216981258530794
g20260818_ky01,192,-1.5520833333333333,7.386658117855954,0.5330861315944837,0.0,7.6930648036591,0.5551991294107271,-1.1458333333333333,7.606802090588083,0.5489736543341548,2.6979166666666665,7.109642138940928,0.5130942253449314
g20260818_ky06,64,-8.6875,2.5,0.3125,-5.3125,2.5,0.3125,8.96875,2.281525179097777,0.2851906473872221,5.03125,2.281525179097777,0.2851906473872221
g20260821_ky00,192,0.7604166666666666,7.332413574718459,0.5291713688966712,0.4479166666666667,7.6512597486760505,0.5521821094422333,-1.7604166666666667,7.6332762711539965,0.5508842637436928,0.5520833333333334,7.644413888574158,0.5516880520456505
g20260824_ky00,64,9.90625,0.75,0.09375,0.40625,5.041789648244248,0.630223706030531,-7.46875,4.425642272462781,0.5532052840578476,-2.84375,5.0370649995333405,0.6296331249416676
g20260824_ky02,64,10.0,0.0,0.0,0.34375,5.0465098736415746,0.6308137342051968,-8.46875,3.75,0.46875,-1.875,4.244510927759878,0.5305638659699847
g20260824_ky04,64,10.0,0.0,0.0,-1.6875,4.6218082079540155,0.5777260259942519,-8.375,3.7859388972001824,0.4732423621500228,0.0625,4.924428900898052,0.6155536126122565
g20260825_ky02,128,7.921875,4.284396474371426,0.3786907250399714,-3.296875,6.237250776110777,0.5513002899686233,-3.78125,6.330699479955735,0.5595600664913563,-0.84375,6.867058763618681,0.6069679773201597
g20260828_ky00,192,1.875,7.280829019018952,0.5254485742567789,-0.1875,7.633369151778908,0.5508909668254173,1.4166666666666667,7.32444328662512,0.5285961628996451,-3.1041666666666665,7.281158596412264,0.5254723594563723
g20260832_ky07,192,-0.8958333333333334,7.524451125959016,0.5430304853845775,1.5833333333333333,6.790302087777905,0.4900478422821814,3.75,5.947413534360218,0.429217600630612,-4.4375,7.606572660796652,0.5489570966651744
g20260832_ky09,192,-1.3333333333333333,7.09644357011345,0.5121417006867487,3.9895833333333335,6.120936162985513,0.4417405176740251,3.2395833333333335,6.346446079180941,0.4580152940265702,-5.895833333333333,6.46776811835503,0.4667709580235445
g20260833_ky03,192,-0.6145833333333334,7.696969950723374,0.555480959124325,1.6875,7.386576901691834,0.5330802703227066,-0.2916666666666667,7.572223513303578,0.5464781604712293,-0.78125,7.624297238235361,0.5502362578596133
g20260834_ky06,64,-7.46875,4.11334934781169,0.5141686684764613,-5.5,4.186144947778269,0.5232681184722836,5.0,3.491486243775878,0.4364357804719847,7.96875,3.4271036871591267,0.42838796089489084
g20260836_ky01,192,-0.20833333333333334,7.63282614134594,0.5508517784229614,0.21875,7.661289278126845,0.552905928383266,0.17708333333333334,7.546705937434438,0.54463658805909,-0.1875,7.690767566320172,0.5550333405862243
g20260837_ky02,128,5.203125,6.200532584440522,0.5480548296782553,2.703125,6.61941712470714,0.5850793420478471,-4.125,6.217830596183418,0.5495837723538111,-3.78125,6.833149283738668,0.6039707744239515
g20260837_ky05,128,4.5625,5.185913688772845,0.4583743419974277,-3.09375,5.6225607134452495,0.496968851013776,6.40625,4.44287893469386,0.3926987278391116,-7.875,4.592016351585472,0.40588073769069954
g20260838_ky04,128,2.28125,6.922447225551899,0.6118636719492186,4.9375,5.589289532696885,0.4940280663231195,-0.4375,6.611550379842602,0.5843840134678997,-6.78125,5.881958937707903,0.5198966314392599
g20260840_ky03,192,-3.3229166666666665,7.743255523886736,0.558821332640008,3.65625,6.730921262882252,0.48576240037740553,-1.0208333333333333,6.7691619295612435,0.48852218277754383,0.6875,7.487948432497962,0.5403961303975918
g20260843_ky06,64,3.15625,2.7326291195041277,0.34157863993801596,-3.5625,2.455153310442706,0.30689416380533824,10.0,0.0,0.0,-9.59375,2.0214622241856324,0.25268277802320405
g20260844_ky02,192,0.5729166666666666,7.642872724990349,0.5515768281444033,-0.6354166666666666,7.808734258222154,0.5635468532518517,-1.3229166666666667,7.0048521577676075,0.5055316598650824,1.3854166666666667,7.767390273311923,0.56056310814969
g20260846_ky04,128,5.28125,4.8714781342625795,0.4305819028923825,-0.1875,5.994419977457513,0.5298368769175398,-9.25,3.0429989352093174,0.268965647778744,4.15625,5.75406395241693,0.5085922050168848
