decision_id,year,game_id,kyoku_index,seat,decision_index,expert_action,top1_action,top2_action,top3_action,top4_action,pi1,pi2,pi3,pi4,gap12,gap13,gap14,log_gap12,policy_entropy,top4_cum_prob,expert_is_top1,expert_in_top4,gap_bucket,n_worlds,mean_a,mean_b,mean_c,mean_d,std_a,std_b,std_c,std_d,se_a,se_b,se_c,se_d,delta_ba_mean,delta_ba_std,delta_ba_se,delta_ba_ci95_lo,delta_ba_ci95_hi,delta_ca_mean,delta_ca_std,delta_ca_se,delta_ca_ci95_lo,delta_ca_ci95_hi,delta_da_mean,delta_da_std,delta_da_se,delta_da_ci95_lo,delta_da_ci95_hi,teacher_best,verdict95,verdict80,determined95,determined80,group,audit_b_rank,audit_b_action,matched_override_id,match_distance
2025-2025041622gm-00a9-0000-82e8b63b-04-s1-d13,2025,2025041622gm-00a9-0000-82e8b63b,4,1,13,75,75,57,26,41,0.5790353417396545,0.420952171087265,8.248108315456193e-06,1.1315843266856973e-06,0.15808317065238953,0.5790270936313391,0.5790342101553279,0.31884429562439986,0.6807593703269958,0.9999968925195617,True,True,05_20,48,2.4278938523881757,1.238045386581992,0.8333784813404463,-0.4319440306474765,4.183775458953636,2.9357626082482633,3.9430207566618223,2.6943067505521694,0.6038759718639579,0.4237408330372432,0.5691260238197463,0.38888968192768025,-1.1898484658061836,3.788269333052646,0.5467895798001874,-2.2615560422145506,-0.11814088939781642,-1.5945153710477296,4.481800622212488,0.6468921989221531,-2.8624240809351496,-0.32660666116030956,-2.8598378830356523,4.739386532444277,0.6840715225750976,-4.200618067282844,-1.519057698788461,1,keep_top1,keep_top1,True,True,keep_control,2,57,2025-2025040921gm-00a9-0000-9f24706f-08-s0-d8,1.2999
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,2025,2025122620gm-00a9-0000-0e700f01,3,2,11,37,49,37,43,30,0.489101380109787,0.4589676558971405,0.0245815496891737,0.020082535222172737,0.030133724212646484,0.4645198304206133,0.46901884488761425,0.06359004815205538,0.9216927289962769,0.9927331209182739,False,True,lt005,128,-3.7228124166103953,-4.341512039407462,-4.569048677065439,-4.173952634770103,2.938497519948763,2.5435928429782857,2.104288800608109,2.8416658608738077,0.2597289403569528,0.22482396848093936,0.18599461006061258,0.2511701500112722,-0.6186996227970667,2.581671698759671,0.22818969562379463,-1.065951426219704,-0.1714478193744292,-0.8462362604550435,2.9263138910703317,0.2586520495320279,-1.3531942775378183,-0.33927824337226886,-0.45114021815970773,2.839747495281087,0.25100058884634624,-0.9431013722985464,0.04082093597913089,1,keep_top1,keep_top1,False,True,keep_control,4,30,2025-2025041612gm-00a9-0000-17df09bd-03-s3-d0,0.8041
2024-2024091915gm-00a9-0000-7030187d-08-s1-d0,2024,2024091915gm-00a9-0000-7030187d,8,1,0,65,58,65,63,1,0.2869248390197754,0.2765195667743683,0.25314128398895264,0.08380559831857681,0.010405272245407104,0.033783555030822754,0.20311924070119858,0.03693871214373545,1.666811227798462,0.9003912881016731,False,True,lt005,128,9.68083637616823,9.741593894654503,9.712777662406422,9.819924953051366,0.8551977510984091,0.7734595897864364,0.8042755837899803,0.3346540566246257,0.07558951613214629,0.0683648151139693,0.07108858990508304,0.029579519098857462,0.060757518486270576,0.8561334795658195,0.07567222362522819,-0.08756003981917666,0.20907507679171783,0.03194128623819127,0.8033573172629743,0.07100742584406022,-0.10723326841616677,0.17111584089254933,0.13908857688313447,0.7551516986968522,0.06674661087163558,0.008265219574728727,0.26991193419154025,4,override_top4,override_top4,False,False,override,4,1,2024-2024091915gm-00a9-0000-7030187d-08-s1-d0,0.6376
2024-2024092000gm-00a9-0000-e0b6f7b7-05-s2-d5,2024,2024092000gm-00a9-0000-e0b6f7b7,5,2,5,35,16,35,11,33,0.5803561806678772,0.2604357600212097,0.11799588799476624,0.022830380126833916,0.3199204206466675,0.46236029267311096,0.5575258005410433,0.8012857914789075,1.0874016284942627,0.9816182088106871,False,True,20_50,64,4.3198081377031485,4.883498697390678,4.6819391529825225,4.671916013312966,2.5596090323074967,2.0891999592192514,2.1647182312514452,2.019537027846136,0.3199511290384371,0.2611499949024064,0.27058977890643066,0.252442128480767,0.5636905596875295,2.08790197086835,0.26098774635854377,0.05215457682478364,1.0752265425502752,0.36213101527937397,2.598495658743527,0.3248119573429409,-0.27450042111279016,0.9987624516715381,0.3521078756098177,2.604921915611736,0.325615239451467,-0.2860979937150575,0.9903137449346929,2,override_top2,override_top2,False,False,override,2,35,2024-2024092000gm-00a9-0000-e0b6f7b7-05-s2-d5,1.474
2024-2024092000gm-00a9-0000-e0b6f7b7-07-s2-d15,2024,2024092000gm-00a9-0000-e0b6f7b7,7,2,15,19,19,2,47,23,0.454108864068985,0.18092305958271027,0.177891805768013,0.12211097776889801,0.2731858044862747,0.276217058300972,0.331997886300087,0.920265102281725,1.5065703392028809,0.9350347071886063,True,True,20_50,48,3.836175948705204,4.36715199712368,3.257995892325804,3.257995892325804,1.5870943161782822,1.9913223656329464,0.7174460686801196,0.7174460686801196,0.22907733266871408,0.287422625960376,0.10355442022037646,0.10355442022037646,0.5309760484184759,1.8442721436830707,0.26619775465358725,0.00922844929744493,1.0527236475395068,-0.5781800563793998,1.5825956389155205,0.2284280045365509,-1.0258989452710396,-0.1304611674877601,-0.5781800563793998,1.5825956389155205,0.2284280045365509,-1.0258989452710396,-0.1304611674877601,2,override_top2,override_top2,True,True,override,2,2,2024-2024092000gm-00a9-0000-e0b6f7b7-07-s2-d15,1.5622
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,2024,2024092013gm-00a9-0000-9cd6d54a,2,3,1,61,61,19,1,66,0.6753758788108826,0.2269178032875061,0.08579806238412857,0.01070889551192522,0.44845807552337646,0.589577816426754,0.6646669832989573,1.0906815415302233,0.8703711032867432,0.9988006399944425,True,True,20_50,64,-5.315768869331805,-5.228199664357817,-5.265051675931318,-4.966307496011723,1.2396461584421343,1.2849857621567111,1.293150655826022,0.9491085301675972,0.1549557698052668,0.1606232202695889,0.16164383197825274,0.11863856627094965,0.08756920497398823,1.1504155658486235,0.14380194573107793,-0.1942826086589245,0.36942101860690096,0.050717193400487304,1.0206068898201224,0.1275758612275153,-0.1993314946054427,0.3007658814064173,0.3494613733200822,1.379744723410626,0.17246809042632824,0.011423916084478847,0.6874988305556855,4,override_top4,override_top4,False,False,override,4,66,2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,0.8853
2024-2024092013gm-00a9-0000-9cd6d54a-08-s3-d12,2024,2024092013gm-00a9-0000-9cd6d54a,8,3,12,29,29,17,20,37,0.5497334599494934,0.4211747944355011,0.009774155914783478,0.009033110924065113,0.1285586655139923,0.5399593040347099,0.5407003490254283,0.2663856062891703,0.8367844223976135,0.9897155212238431,True,True,05_20,64,-6.27455836829904,-6.261449040430307,-6.120618392575125,-6.1828777047667245,0.48495105063455,0.5123168740586417,0.7422410477875615,0.5998547422482783,0.06061888132931875,0.06403960925733021,0.09278013097344519,0.07498184278103479,0.01310932786873309,0.2319810937277106,0.028997636715963827,-0.04372604009455601,0.06994469583202219,0.15393997572391527,0.5421165433973628,0.06776456792467035,0.021121422591561384,0.2867585288562692,0.09168066353231552,0.5747371847097198,0.07184214808871497,-0.049129946721565815,0.23249127378619686,3,override_top3,override_top3,False,False,override,3,20,2024-2024092013gm-00a9-0000-9cd6d54a-08-s3-d12,0.1743
2024-2024092213gm-00a9-0000-5f7264d2-07-s0-d11,2024,2024092213gm-00a9-0000-5f7264d2,7,0,11,37,65,63,37,67,0.3503905236721039,0.34319007396698,0.3063540458679199,3.701824971358292e-05,0.007200449705123901,0.04403647780418396,0.3503535054223903,0.020763869193836326,1.0976033210754395,0.9999716617567174,False,True,lt005,128,4.383843988072869,4.4286446430122055,4.930638372152444,4.276892011733764,1.7308501667516143,1.6029245331279147,3.1939778854655407,2.0343379339950616,0.1529869862659916,0.14167985088812865,0.2823104277215692,0.17981176854411737,0.04480065493933694,1.683180748718607,0.14877356517269716,-0.2467955327991495,0.3363968426778234,0.5467943840795755,2.975198900605118,0.26297291474957996,0.03136747117039873,1.0622212969887523,-0.10695197633910425,2.3431336304489743,0.20710570991459043,-0.5128791677717015,0.298975215093493,3,override_top3,override_top3,False,False,override,3,37,2024-2024092213gm-00a9-0000-5f7264d2-07-s0-d11,0.8878
2024-2024092611gm-00a9-0000-4789b0e8-00-s3-d21,2024,2024092611gm-00a9-0000-4789b0e8,0,3,21,3,29,3,39,37,0.3713192939758301,0.3056563138961792,0.10404032468795776,0.07468314468860626,0.06566298007965088,0.2672789692878723,0.2966361492872238,0.19460100960320692,1.5990321636199951,0.8556990772485733,False,True,05_20,32,-0.5070104394108057,-0.00824075099080801,-0.7013474255800247,-0.7069185394793749,0.8101611591728711,1.3206309326180186,0.5805312129289153,0.583337267685435,0.14321761237627276,0.23345677197472883,0.10262438933812187,0.10312043442480084,0.4987696884199977,1.1467797686358225,0.20272393773248254,0.10143077046433191,0.8961086063756635,-0.19433698616921902,0.520884562413596,0.0920802515745103,-0.37481427925525923,-0.013859693083178831,-0.19990810006856918,0.5390633169305562,0.09529383172262733,-0.3866840102449187,-0.01313218989221962,2,override_top2,override_top2,True,True,override,2,3,2024-2024092611gm-00a9-0000-4789b0e8-00-s3-d21,1.2277
2024-2024092905gm-00a9-0000-4f383722-00-s2-d10,2024,2024092905gm-00a9-0000-4f383722,0,2,10,25,25,3,67,21,0.9871130585670471,0.006349317729473114,0.002689430257305503,0.0011854402255266905,0.980763740837574,0.9844236283097416,0.9859276183415204,5.046437217605775,0.08860531449317932,0.9973372467793524,True,True,ge70,64,-0.5650335645768791,-0.5831818215083331,-0.16244853613898158,-0.35792477859649807,0.6631845660251334,0.6542129373678476,1.5291947706463296,1.0937150175524424,0.08289807075314168,0.08177661717098095,0.1911493463307912,0.1367143771940553,-0.018148256931453943,0.3860607231899531,0.04825759039874414,-0.11273313411299245,0.07643662025008456,0.40258502843789756,1.2841147073249402,0.16051433841561752,0.08797692514328725,0.7171931317325079,0.20710878598038107,1.154572508200261,0.14432156352503261,-0.07576147852868287,0.489979050489445,3,override_top3,uncertain,False,False,override,3,67,2024-2024092905gm-00a9-0000-4f383722-00-s2-d10,0.7657
2024-2024092922gm-00a9-0000-d78d568e-10-s0-d14,2024,2024092922gm-00a9-0000-d78d568e,10,0,14,75,51,75,53,38,0.5656940937042236,0.4236494302749634,0.008101759478449821,0.0006157730240374804,0.14204466342926025,0.5575923342257738,0.5650783206801862,0.28914716376677574,0.7449151277542114,0.9980610564816743,False,True,05_20,64,7.827444578647828,8.289487293058059,6.969777073762657,6.321386360586871,1.2197536059318426,2.2185940566568436,2.626388424597884,2.13673151610596,0.15246920074148032,0.27732425708210545,0.3282985530747355,0.267091439513245,0.4620427144102308,1.8820835301353969,0.2352604412669246,0.0009322495270586151,0.923153179293403,-0.8576675048851712,2.620124582788553,0.32751557284856914,-1.4995980276683667,-0.21573698210197567,-1.5060582180609572,2.0265242730336435,0.25331553412920543,-2.0025566649542,-1.0095597711677144,2,override_top2,override_top2,True,True,override,2,75,2024-2024092922gm-00a9-0000-d78d568e-10-s0-d14,1.2711
2024-2024100200gm-00a9-0000-0aacab28-12-s0-d21,2024,2024100200gm-00a9-0000-0aacab28,12,0,21,31,11,31,63,23,0.5215558409690857,0.434545636177063,0.025312017649412155,0.010700552724301815,0.0870102047920227,0.49624382331967354,0.5108552882447839,0.18251537564201215,0.8935874104499817,0.9921140475198627,False,True,05_20,64,-2.3427953726932174,-2.403426046788809,3.7102079687956575,-2.231746843579458,0.38567597924898755,0.45799638458797387,0.807805463461921,1.1164209375310945,0.048209497406123444,0.057249548073496734,0.10097568293274012,0.1395526171913868,-0.06063067409559153,0.28102762827814665,0.03512845353476833,-0.12948244302373746,0.008221094832554399,6.053003341488875,0.9345166975960193,0.11681458719950241,5.82404675057785,6.2819599323999,0.11104852911375929,1.2630619344521021,0.15788274180651277,-0.19840164482700573,0.4204987030545243,3,override_top3,override_top3,False,False,override,3,63,2024-2024100200gm-00a9-0000-0aacab28-12-s0-d21,2.1968
2024-2024122023gm-00a9-0000-df6602c9-02-s2-d15,2024,2024122023gm-00a9-0000-df6602c9,2,2,15,59,47,59,13,23,0.7497093677520752,0.2287604957818985,0.014241086319088936,0.004955020733177662,0.5209488719701767,0.7354682814329863,0.7447543470188975,1.187010035462599,0.6566956639289856,0.9976659705862403,False,True,50_70,64,0.6601817364571616,0.9121669888554607,0.9629589449905325,1.4192162061226554,1.3512368373818295,1.948261541587431,1.9733166702508902,1.8022245559505763,0.1689046046727287,0.24353269269842887,0.24666458378136127,0.22527806949382204,0.25198525239829905,1.6980619865880484,0.21225774832350605,-0.1640399343157728,0.6680104391123709,0.30277720853337087,1.7210841846613918,0.21513552308267397,-0.11888841670867012,0.7244428337754119,0.7590344696654938,1.7150335574512245,0.21437919468140307,0.3388512480899438,1.179217691241044,4,override_top4,uncertain,False,False,override,4,23,2024-2024122023gm-00a9-0000-df6602c9-02-s2-d15,0.6762
2024-2024122803gm-00a9-0000-f48082aa-02-s3-d11,2024,2024122803gm-00a9-0000-f48082aa,2,3,11,15,35,59,15,68,0.7408908009529114,0.13551166653633118,0.12322472780942917,0.00032255370751954615,0.6053791344165802,0.6176660731434822,0.7405682472453918,1.698795510788916,0.7542223930358887,0.9999497490061913,False,True,50_70,64,0.2581844232045114,0.2591481087729335,0.27278795931488276,0.5869550881907344,0.6269380887356912,0.5665192876426176,0.5303630179218525,1.3763143873482446,0.0783672610919614,0.0708149109553272,0.06629537724023156,0.17203929841853058,0.0009636855684220791,0.31045480116141183,0.03880685014517648,-0.07509774071612382,0.07702511185296798,0.014603536110371351,0.4761303545780161,0.059516294322252014,-0.1020484007612426,0.1312554729819853,0.328770664986223,1.2647510713158066,0.15809388391447582,0.018906652513850375,0.6386346774585956,4,override_top4,override_top4,False,False,override,4,68,2024-2024122803gm-00a9-0000-f48082aa-02-s3-d11,0.7746
2024-2024123104gm-00a9-0000-f69869df-01-s0-d12,2024,2024123104gm-00a9-0000-f69869df,1,0,12,8,8,75,21,67,0.7729358673095703,0.13883475959300995,0.061731427907943726,0.02354966290295124,0.6341011077165604,0.7112044394016266,0.7493862044066191,1.7169116331162604,0.752860426902771,0.9970517177134752,True,True,50_70,32,0.517093552974984,1.2448622251395136,-0.6698688159231097,-0.8838204955682158,1.6604789202218522,2.097514952801229,1.7237511812963686,1.4872553503331847,0.29353397612654697,0.3707917616914825,0.304719037343246,0.26291208589414233,0.7277686721645296,1.7442543099743504,0.3083435126741813,0.12341538732313417,1.332121957005925,-1.1869623688980937,1.9281267129039992,0.3408478684203363,-1.855024191001953,-0.5189005467942345,-1.4009140485432,2.178324948820668,0.38507708573473337,-2.155665136583277,-0.6461629605031225,2,override_top2,override_top2,True,True,override,2,75,2024-2024123104gm-00a9-0000-f69869df-01-s0-d12,0.9517
2025-2025011014gm-00a9-0000-9ea4d5cd-06-s0-d14,2025,2025011014gm-00a9-0000-9ea4d5cd,6,0,14,27,27,67,31,29,0.6122787594795227,0.20916292071342468,0.07521922886371613,0.036593206226825714,0.403115838766098,0.5370595306158066,0.575685553252697,1.074074194916509,1.2138216495513916,0.9332541152834892,True,True,20_50,64,-1.8633920430438593,-1.6002418918069452,-1.8446455334778875,-1.8467247702647,0.8972119500643827,1.1908540968133947,1.0068668319544227,0.8002507119369344,0.11215149375804784,0.14885676210167434,0.12585835399430284,0.1000313389921168,0.2631501512369141,0.8885253753478295,0.11106567191847869,0.04546143427669588,0.4808388681971323,0.018746509565971792,0.8712232806654252,0.10890291008317815,-0.19470319419705737,0.23219621332900095,0.016667272779159248,0.7236649068995321,0.09045811336244151,-0.1606306294112261,0.1939651749695446,2,override_top2,override_top2,False,False,override,2,67,2025-2025011014gm-00a9-0000-9ea4d5cd-06-s0-d14,1.203
2025-2025011023gm-00a9-0000-6d5806f0-05-s0-d13,2025,2025011023gm-00a9-0000-6d5806f0,5,0,13,49,23,49,30,21,0.7790130376815796,0.17753994464874268,0.0258081816136837,0.01670687273144722,0.6014730930328369,0.7532048560678959,0.7623061649501324,1.478832158291733,0.6716020107269287,0.9990680366754532,False,True,50_70,64,2.4956086807651445,2.175902421819046,2.2801407700171694,2.891924229566939,1.5177950497677473,1.543607352918657,1.6277646478974328,1.227334424861697,0.1897243812209684,0.19295091911483211,0.2034705809871791,0.15341680310771214,-0.3197062589460984,1.3501488239364914,0.16876860299206142,-0.6504927208105388,0.011080202918341997,-0.2154679107479751,1.1475989859607267,0.14344987324509084,-0.49662966230835315,0.06569384081240293,0.39631554880179465,1.5086058537197915,0.18857573171497394,0.026707114640445728,0.7659239829631436,4,override_top4,override_top4,False,True,override,4,21,2025-2025011023gm-00a9-0000-6d5806f0-05-s0-d13,1.2995
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,2025,2025011102gm-00a9-0000-034cfa13,10,1,4,17,53,35,17,57,0.32631704211235046,0.30063101649284363,0.20243537425994873,0.15519031882286072,0.025686025619506836,0.12388166785240173,0.17112672328948975,0.08198577664920026,1.4181451797485352,0.9845737516880035,False,True,lt005,128,3.2169622838356515,3.576269653613859,3.2178627468433243,3.114997655250015,2.070368967055845,2.2547746528588104,2.1766539278204307,2.0282105290477914,0.18299649202042195,0.19929580588550105,0.19239084408227006,0.17927017734545606,0.35930736977820743,1.553567684403756,0.13731728058427226,0.09016549983303379,0.6284492397233811,0.0009004630076727693,1.8417249175186905,0.16278702228221262,-0.31816210066546396,0.3199630266808095,-0.1019646285856368,2.4379131122144164,0.2154831116988018,-0.5243115275152883,0.3203822703440147,2,override_top2,override_top2,False,False,override,2,35,2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,0.7833
2025-2025011223gm-00a9-0000-7704598d-09-s2-d11,2025,2025011223gm-00a9-0000-7704598d,9,2,11,19,15,19,35,33,0.38905778527259827,0.3437599241733551,0.16059137880802155,0.061462946236133575,0.045297861099243164,0.22846640646457672,0.3275948390364647,0.12378436195832465,1.404929280281067,0.9548720344901085,False,True,lt005,128,9.951065379910267,9.968891830495501,9.97459542706105,9.931461428359565,0.11228661588805636,0.07584726560640945,0.05995580735617979,0.2920626489138286,0.009924828441366721,0.006704014480593664,0.005299394744133627,0.025814934947284256,0.017826450585235645,0.12239405794384513,0.010818208543629014,-0.003377238160277223,0.03903013933074852,0.02353004715078312,0.1262126092309232,0.011155723982304204,0.0016648281454668817,0.04539526615609936,-0.019603951550702894,0.29184868035200656,0.025796022619656116,-0.07016415588522888,0.030956252783823093,3,override_top3,uncertain,False,False,override,3,35,2025-2025011223gm-00a9-0000-7704598d-09-s2-d11,0.3792
2025-2025040815gm-00a9-0000-3be4a59c-09-s2-d16,2025,2025040815gm-00a9-0000-3be4a59c,9,2,16,2,53,2,5,63,0.48482421040534973,0.4017888009548187,0.04516967386007309,0.04347217455506325,0.083035409450531,0.43965453654527664,0.4413520358502865,0.18785979265883523,1.1126295328140259,0.9752548597753048,False,True,05_20,64,1.8509894861363136,2.149662130708748,1.0558087453855478,1.971595884805538,1.7948252160031304,1.9073225103646223,1.4701217001682503,2.1583830528248518,0.2243531520003913,0.2384153137955778,0.18376521252103128,0.26979788160310647,0.29867264457243436,1.1600338960900785,0.1450042370112598,0.014464340030365175,0.5828809491145035,-0.7951807407507658,1.6489907252567428,0.20612384065709285,-1.1991834684386677,-0.39117801306286387,0.12060639866922429,2.219491172667487,0.2774363965834359,-0.42316893863431004,0.6643817359727586,2,override_top2,override_top2,False,False,override,2,2,2025-2025040815gm-00a9-0000-3be4a59c-09-s2-d16,1.0714
2025-2025040921gm-00a9-0000-9f24706f-08-s0-d8,2025,2025040921gm-00a9-0000-9f24706f,8,0,8,45,45,33,63,29,0.5659441947937012,0.4101872146129608,0.016555121168494225,0.00527199637144804,0.15575698018074036,0.549389073625207,0.5606721984222531,0.3218818010855268,0.7963493466377258,0.9979585269466043,True,True,05_20,64,-4.489252811103995,-4.018741305438823,-4.297551801688826,-4.217295435653568,1.9691982893905216,1.5994634876836005,1.4348102403367304,1.6097116913409864,0.2461497861738152,0.19993293596045006,0.1793512800420913,0.2012139614176233,0.4705115056651721,1.9095791338543535,0.2386973917317942,0.002664617870855479,0.9383583934594887,0.1917010094151692,2.5226022524817573,0.31532528156021966,-0.42633654244286134,0.8097385612731998,0.27195737545042675,2.3019877940589146,0.28774847425736433,-0.2920296340940073,0.8359443849948608,2,override_top2,override_top2,False,False,override,2,33,2025-2025040921gm-00a9-0000-9f24706f-08-s0-d8,1.2999
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,2025,2025041216gm-00a9-0000-3d010e8a,5,1,12,25,25,49,55,14,0.3285435438156128,0.2956233024597168,0.18892456591129303,0.18653322756290436,0.032920241355895996,0.13961897790431976,0.14201031625270844,0.10558336559085046,1.3574907779693604,0.999624639749527,True,True,lt005,128,1.651557005738141,1.6203458072559442,1.7962995376901745,1.7199419763783226,0.5336188182905707,0.4066995244416204,0.9499448890970409,0.6329208263547385,0.04716568562275182,0.03594749895475172,0.08396405910425254,0.0559428260337036,-0.031211198482196778,0.4540379821131827,0.04013166700856098,-0.1098692658189763,0.04744686885458274,0.14474253195203346,0.8143734965205299,0.07198112772603324,0.003659521609008315,0.28582554229505863,0.06838497064018156,0.6456693940195682,0.057069650864480695,-0.0434715450542006,0.18024148633456372,3,override_top3,override_top3,False,False,override,3,55,2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,0.8111
2025-2025041217gm-00a9-0000-a3087215-06-s0-d11,2025,2025041217gm-00a9-0000-a3087215,6,0,11,51,51,15,1,3,0.28069832921028137,0.26641756296157837,0.2347295880317688,0.08919255435466766,0.014280766248703003,0.04596874117851257,0.1915057748556137,0.05221566759845353,1.637986660003662,0.8710380345582962,True,True,lt005,128,-0.6604698728060612,-0.7855927391719888,-0.1860881624452304,-0.7595236727865995,1.2801881942264117,0.8805321259458,1.786067682578712,0.9383732080666427,0.11315371916655709,0.07782877966361028,0.15786757125119366,0.08294125733846226,-0.12512286636592762,1.2414302688697787,0.10972797018600743,-0.3401896879305022,0.08994395519864692,0.47438171036083077,1.6705096625289952,0.14765358880148793,0.18498067630991444,0.7637827444117471,-0.09905379998053832,1.2920107860935124,0.11419869852661056,-0.322883249092695,0.12477564913161837,3,override_top3,override_top3,False,False,override,3,1,2025-2025041217gm-00a9-0000-a3087215-06-s0-d11,1.2127
2025-2025041222gm-00a9-0000-8add91ad-00-s3-d8,2025,2025041222gm-00a9-0000-8add91ad,0,3,8,13,19,26,13,47,0.3152857720851898,0.27374839782714844,0.14531521499156952,0.09627790749073029,0.04153737425804138,0.1699705570936203,0.21900786459445953,0.1412700120981567,1.7215763330459595,0.8306272923946381,False,True,lt005,128,0.18457068386487663,0.2764954377198592,0.6331061422242783,0.4170733531937003,1.596136813927192,1.6987500599181238,1.9635302868541775,1.9325844029220036,0.141079895603676,0.1501497108636449,0.17355319761246946,0.17081794206518797,0.09192475385498255,1.268413493315844,0.11211297280901884,-0.12781667285069437,0.3116661805606595,0.4485354583594017,2.0813636485400333,0.18396829374972892,0.08795760260993302,0.8091133141088703,0.23250266932882369,2.121552160577804,0.187520489923192,-0.13503749092063266,0.60004282957828,3,override_top3,override_top3,False,False,override,3,13,2025-2025041222gm-00a9-0000-8add91ad-00-s3-d8,0.8903
2025-2025041317gm-00a9-0000-009de259-01-s0-d22,2025,2025041317gm-00a9-0000-009de259,1,0,22,21,67,21,55,27,0.4238356351852417,0.36189746856689453,0.08951974660158157,0.05489703267812729,0.06193816661834717,0.3343158885836601,0.3689386025071144,0.15798479150634104,1.358780860900879,0.9301498830318451,False,True,05_20,64,-0.5595791027881205,-1.046570077072829,1.390729253180325,-0.9625293919816613,1.3661026965958072,0.6721130653930146,2.073623600008957,0.5775999458712644,0.1707628370744759,0.08401413317412683,0.25920295000111965,0.07219999323390805,-0.4869909742847085,1.328967341215809,0.16612091765197612,-0.8125879728825817,-0.16139397568683533,1.9503083559684455,2.1085217886497407,0.2635652235812176,1.4337205177492591,2.466896194187632,-0.4029502891935408,1.3280871608560094,0.16601089510700118,-0.7283316436032632,-0.07756893478381849,3,override_top3,override_top3,True,True,override,3,55,2025-2025041317gm-00a9-0000-009de259-01-s0-d22,1.3484
2025-2025041522gm-00a9-0000-b0bc1a7b-01-s1-d2,2025,2025041522gm-00a9-0000-b0bc1a7b,1,1,2,0,0,161,-1,-1,0.6713512539863586,0.32864877581596375,0.0,0.0,0.3427024781703949,0.6713512539863586,0.6713512539863586,0.7143028485589294,0.6332175731658936,1.0000000298023224,True,True,20_50,64,-2.386754419247154,-1.5284681937191635,nan,nan,1.8292427923685677,2.1108794427916595,nan,nan,0.22865534904607096,0.26385993034895744,nan,nan,0.8582862255279906,2.628898048437228,0.3286122560546535,0.21420620366086973,1.5023662473951114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,override_top2,override_top2,False,False,override,2,161,2025-2025041522gm-00a9-0000-b0bc1a7b-01-s1-d2,1.1297
2025-2025041612gm-00a9-0000-17df09bd-03-s3-d0,2025,2025041612gm-00a9-0000-17df09bd,3,3,0,18,59,18,25,53,0.37146851420402527,0.3712952136993408,0.13986676931381226,0.1068577915430069,0.00017330050468444824,0.231601744890213,0.26461072266101837,0.00046663697032789386,1.3076342344284058,0.9894882887601852,False,True,lt005,128,6.094007162983871,6.140240200997141,6.383147054717199,6.628808658017306,2.0141119031274672,1.9376313509609477,2.001589065179283,1.8007802127036454,0.17802402309624685,0.17126403346301716,0.17691715014213916,0.15916798747866262,0.046233038013269834,1.312111227915321,0.11597534336624138,-0.18107863498456325,0.2735447110111029,0.28913989173332766,2.582755247901577,0.22828546874204347,-0.15829962700107753,0.7365794104677328,0.5348014950334345,2.373179939834001,0.20976145355406312,0.12366904606747087,0.9459339439993982,4,override_top4,override_top4,False,False,override,4,53,2025-2025041612gm-00a9-0000-17df09bd-03-s3-d0,0.8041
2025-2025041619gm-00a9-0000-31ca159b-01-s2-d19,2025,2025041619gm-00a9-0000-31ca159b,1,2,19,1,1,29,31,35,0.30827710032463074,0.2856866717338562,0.23073139786720276,0.06956307590007782,0.022590428590774536,0.07754570245742798,0.23871402442455292,0.07610339800156996,1.5976674556732178,0.8942582458257675,True,True,lt005,80,0.9044743893668056,-1.6962348517030477,-1.6195560999214649,1.4055905867367984,2.1237797284606557,0.7923284438544874,0.7418938430403459,1.869738675127831,0.23744579210370353,0.08858501304826297,0.08294625325633863,0.20904313888731127,-2.600709241069853,1.9950601992172847,0.22305451123270606,-3.037896083085957,-2.163522399053749,-2.5240304892882706,1.991820169707228,0.22269226492102645,-2.9605073285334824,-2.0875536500430587,0.5011161973699927,2.014433951507277,0.2252205625876893,0.05968389469812169,0.9425485000418636,4,override_top4,override_top4,True,True,override,4,35,2025-2025041619gm-00a9-0000-31ca159b-01-s2-d19,1.68
2025-2025122620gm-00a9-0000-0e700f01-04-s3-d11,2025,2025122620gm-00a9-0000-0e700f01,4,3,11,24,13,15,9,24,0.29391562938690186,0.26475292444229126,0.16062085330486298,0.12579888105392456,0.029162704944610596,0.13329477608203888,0.1681167483329773,0.104495720806429,1.7393091917037964,0.8450882881879807,False,True,lt005,128,1.5749554863359663,1.7228520600183401,1.5232458608734305,2.270277397808968,1.7949160388963479,1.6532115946048136,1.859890316221789,1.6413508722924157,0.15864966284551305,0.14612464116016113,0.1643926318579524,0.14507629151305276,0.14789657368237386,1.6441064757431745,0.14531985474883932,-0.13693034162535123,0.43272348899009894,-0.05170962546253577,1.963160714892654,0.17352053175745324,-0.3918098677071441,0.28839061678207256,0.6953219114730018,2.0564228633825534,0.1817638189606076,0.33906482631021095,1.0515789966357927,4,override_top4,override_top4,False,False,override,4,24,2025-2025122620gm-00a9-0000-0e700f01-04-s3-d11,1.4489
