decision_id,n_worlds,mean_delta_full,se_delta_full,ci95_lo,ci95_hi,resolution,unresolved_type
2024-2024092611gm-00a9-0000-4789b0e8-00-s3-d21,256,0.6640625,0.4801690715150064,-0.27706888016941245,1.6051938801694123,UNRESOLVED,high_variance
2024-2024122023gm-00a9-0000-df6602c9-02-s2-d15,64,-0.4375,1.2594631871719275,-2.906047846856978,2.031047846856978,UNRESOLVED,near_tie
2024-2024122023gm-00a9-0000-df6602c9-02-s2-d15,128,0.703125,0.7677011662005144,-0.8015692857530083,2.2078192857530086,UNRESOLVED,high_variance
2024-2024122023gm-00a9-0000-df6602c9-02-s2-d15,192,0.6458333333333334,0.6048433052769421,-0.5396595450094731,1.83132621167614,UNRESOLVED,high_variance
2024-2024122023gm-00a9-0000-df6602c9-02-s2-d15,256,0.328125,0.5187129017563853,-0.6885522874425152,1.3448022874425152,UNRESOLVED,near_tie
2025-2025011023gm-00a9-0000-6d5806f0-05-s0-d13,64,-0.8125,1.0641327324268446,-2.8982001555566153,1.2732001555566153,UNRESOLVED,high_variance
2025-2025011023gm-00a9-0000-6d5806f0-05-s0-d13,128,-0.046875,0.624887723675064,-1.2716549384031253,1.1779049384031253,UNRESOLVED,near_tie
2025-2025011023gm-00a9-0000-6d5806f0-05-s0-d13,192,0.15625,0.4604597024101349,-0.7462510167238644,1.0587510167238645,UNRESOLVED,near_tie
2025-2025011023gm-00a9-0000-6d5806f0-05-s0-d13,256,0.296875,0.37787779555049017,-0.4437654792789607,1.0375154792789607,UNRESOLVED,near_tie
2025-2025040921gm-00a9-0000-9f24706f-08-s0-d8,64,0.0,0.0,0.0,0.0,UNRESOLVED,near_tie
2025-2025040921gm-00a9-0000-9f24706f-08-s0-d8,128,-0.03125,0.15205996117104126,-0.32928752389524085,0.26678752389524085,UNRESOLVED,near_tie
2025-2025040921gm-00a9-0000-9f24706f-08-s0-d8,192,-0.010416666666666666,0.13972782368085304,-0.28428320108113864,0.26344986774780527,UNRESOLVED,near_tie
2025-2025040921gm-00a9-0000-9f24706f-08-s0-d8,256,0.015625,0.11715175108321149,-0.21399243212309452,0.24524243212309452,UNRESOLVED,near_tie
2025-2025041317gm-00a9-0000-009de259-01-s0-d22,64,3.3125,1.2850010422452693,0.7938979571992721,5.831102042800728,SUPPORTED,
2025-2025041317gm-00a9-0000-009de259-01-s0-d22,128,2.515625,0.8202788121129168,0.9078785282586832,4.123371471741317,SUPPORTED,
2025-2025122620gm-00a9-0000-0e700f01-04-s3-d11,64,-0.5625,1.1059621520404899,-2.73018581799936,1.6051858179993599,UNRESOLVED,high_variance
2025-2025122620gm-00a9-0000-0e700f01-04-s3-d11,128,-0.53125,0.7422448045635447,-1.9860498169445475,0.9235498169445475,UNRESOLVED,high_variance
2025-2025122620gm-00a9-0000-0e700f01-04-s3-d11,192,-0.875,0.5993424625658982,-2.04971122662916,0.2997112266291604,UNRESOLVED,high_variance
2025-2025122620gm-00a9-0000-0e700f01-04-s3-d11,256,-0.84375,0.5271104581100812,-1.8768864978957591,0.18938649789575912,UNRESOLVED,high_variance
