decision_id,n_worlds,mean_delta_full,se_delta_full,ci95_lo,ci95_hi,resolution,unresolved_type
2024-2024092523gm-00a9-0000-e7bdeed7-02-s1-d16,64,0.21875,1.2425310090825685,-2.2166107778018342,2.6541107778018342,UNRESOLVED,near_tie
2024-2024092523gm-00a9-0000-e7bdeed7-02-s1-d16,128,-0.78125,0.8036072631367525,-2.3563202357480346,0.7938202357480348,UNRESOLVED,high_variance
2024-2024092523gm-00a9-0000-e7bdeed7-02-s1-d16,192,-0.8854166666666666,0.6698253425277648,-2.198274338021086,0.4274410046877525,UNRESOLVED,high_variance
2024-2024092523gm-00a9-0000-e7bdeed7-02-s1-d16,256,-0.859375,0.6134089082041568,-2.0616564600801475,0.34290646008014747,UNRESOLVED,high_variance
2025-2025010923gm-00a9-0000-65e0833f-08-s3-d2,64,-0.28125,0.4406596505006614,-1.1449429149812964,0.5824429149812964,UNRESOLVED,near_tie
2025-2025010923gm-00a9-0000-65e0833f-08-s3-d2,128,0.25,0.36653839321520937,-0.46841525070181034,0.9684152507018103,UNRESOLVED,near_tie
2025-2025010923gm-00a9-0000-65e0833f-08-s3-d2,192,0.08333333333333333,0.3008254109363732,-0.5062844721019581,0.6729511387686249,UNRESOLVED,near_tie
2025-2025010923gm-00a9-0000-65e0833f-08-s3-d2,256,0.265625,0.2674640775540946,-0.2586045920060255,0.7898545920060255,UNRESOLVED,near_tie
2025-2025011210gm-00a9-0000-65465afe-00-s3-d2,64,0.5625,1.046980493973935,-1.4895817681889123,2.6145817681889123,UNRESOLVED,high_variance
2025-2025011210gm-00a9-0000-65465afe-00-s3-d2,128,-0.390625,0.7539458517147724,-1.8683588693609539,1.0871088693609539,UNRESOLVED,near_tie
2025-2025011210gm-00a9-0000-65465afe-00-s3-d2,192,-0.4270833333333333,0.602518419521279,-1.6080194355950401,0.7538527689283736,UNRESOLVED,near_tie
2025-2025011210gm-00a9-0000-65465afe-00-s3-d2,256,-0.6484375,0.5529604950204932,-1.7322400702401666,0.4353650702401666,UNRESOLVED,high_variance
2025-2025040820gm-00a9-0000-57062ba3-08-s0-d7,64,0.0,0.23145502494313785,-0.4536518488885502,0.4536518488885502,UNRESOLVED,near_tie
2025-2025040820gm-00a9-0000-57062ba3-08-s0-d7,128,0.15625,0.20162891652814818,-0.23894267639517042,0.5514426763951704,UNRESOLVED,near_tie
2025-2025040820gm-00a9-0000-57062ba3-08-s0-d7,192,0.07291666666666667,0.1579567919754669,-0.23667864560524843,0.3825119789385818,UNRESOLVED,near_tie
2025-2025040820gm-00a9-0000-57062ba3-08-s0-d7,256,0.046875,0.1464153738629635,-0.24009913277140843,0.33384913277140843,UNRESOLVED,near_tie
2025-2025041017gm-00a9-0000-5584369a-05-s1-d9,64,0.34375,0.593541107781916,-0.8195905712525555,1.5070905712525555,UNRESOLVED,near_tie
2025-2025041017gm-00a9-0000-5584369a-05-s1-d9,128,-0.046875,0.4400389454343964,-0.909351333051417,0.815601333051417,UNRESOLVED,near_tie
2025-2025041017gm-00a9-0000-5584369a-05-s1-d9,192,-0.22916666666666666,0.37182031332930815,-0.9579344807921106,0.4996011474587774,UNRESOLVED,near_tie
2025-2025041017gm-00a9-0000-5584369a-05-s1-d9,256,-0.1875,0.34794124898479345,-0.8694648480101952,0.4944648480101952,UNRESOLVED,near_tie
2025-2025041221gm-00a9-0000-d8d9d627-08-s2-d2,64,0.75,0.641643475152946,-0.507621211299774,2.007621211299774,UNRESOLVED,high_variance
2025-2025041221gm-00a9-0000-d8d9d627-08-s2-d2,128,-0.203125,0.46577756708857576,-1.1160490314936085,0.7097990314936085,UNRESOLVED,near_tie
2025-2025041221gm-00a9-0000-d8d9d627-08-s2-d2,192,-0.3958333333333333,0.37546933495966783,-1.1317532298542823,0.3400865631876156,UNRESOLVED,near_tie
2025-2025041221gm-00a9-0000-d8d9d627-08-s2-d2,256,-0.5078125,0.32449962364305646,-1.1438317623403906,0.12820676234039063,UNRESOLVED,high_variance
2025-2025041520gm-00a9-0000-d292f784-08-s1-d0,64,-0.34375,0.5952101927984021,-1.5103619778848683,0.8228619778848683,UNRESOLVED,near_tie
2025-2025041520gm-00a9-0000-d292f784-08-s1-d0,128,-0.125,0.4704611157336202,-1.0471037868378956,0.7971037868378956,UNRESOLVED,near_tie
2025-2025041520gm-00a9-0000-d292f784-08-s1-d0,192,-0.010416666666666666,0.3967300339764179,-0.7880075332604456,0.7671741999271123,UNRESOLVED,near_tie
2025-2025041520gm-00a9-0000-d292f784-08-s1-d0,256,-0.1328125,0.34173281525044547,-0.8026088178908731,0.5369838178908731,UNRESOLVED,near_tie
2024-2024092000gm-00a9-0000-e0b6f7b7-05-s2-d5,64,-0.65625,0.7387444941110324,-2.1041892084576235,0.7916892084576235,UNRESOLVED,high_variance
2024-2024092000gm-00a9-0000-e0b6f7b7-05-s2-d5,128,-0.171875,0.5772198436544472,-1.3032258935627166,0.9594758935627166,UNRESOLVED,near_tie
2024-2024092000gm-00a9-0000-e0b6f7b7-05-s2-d5,192,-0.13541666666666666,0.46403362206517174,-1.0449225659144032,0.77408923258107,UNRESOLVED,near_tie
2024-2024092000gm-00a9-0000-e0b6f7b7-05-s2-d5,256,-0.4765625,0.3860674693833371,-1.2332547399913407,0.2801297399913406,UNRESOLVED,near_tie
2024-2024092213gm-00a9-0000-5f7264d2-07-s0-d11,64,0.34375,0.5374002076059523,-0.7095544069076665,1.3970544069076665,UNRESOLVED,near_tie
2024-2024092213gm-00a9-0000-5f7264d2-07-s0-d11,128,0.40625,0.33888377374300355,-0.25796219653628694,1.0704621965362868,UNRESOLVED,near_tie
2024-2024092213gm-00a9-0000-5f7264d2-07-s0-d11,192,0.4166666666666667,0.2523162046560893,-0.07787309445926832,0.9112064277926017,UNRESOLVED,near_tie
2024-2024092213gm-00a9-0000-5f7264d2-07-s0-d11,256,0.5234375,0.21741924968074974,0.09729577062573053,0.9495792293742695,SUPPORTED,
2024-2024100200gm-00a9-0000-0aacab28-12-s0-d21,64,4.71875,0.7076217539243576,3.331811362308259,6.105688637691741,SUPPORTED,
2024-2024100200gm-00a9-0000-0aacab28-12-s0-d21,128,5.65625,0.48047987771986955,4.7145094396690554,6.5979905603309446,SUPPORTED,
2025-2025011014gm-00a9-0000-9ea4d5cd-06-s0-d14,64,-1.09375,0.9768447012890574,-3.0083656145265527,0.8208656145265525,UNRESOLVED,high_variance
2025-2025011014gm-00a9-0000-9ea4d5cd-06-s0-d14,128,-0.421875,0.6466343603149779,-1.6892783462173566,0.8455283462173566,UNRESOLVED,near_tie
2025-2025011014gm-00a9-0000-9ea4d5cd-06-s0-d14,192,-0.22916666666666666,0.5267163383418129,-1.2615306898166199,0.8031973564832865,UNRESOLVED,near_tie
2025-2025011014gm-00a9-0000-9ea4d5cd-06-s0-d14,256,-0.2578125,0.4463046867237046,-1.1325696859784609,0.616944685978461,UNRESOLVED,near_tie
2025-2025040815gm-00a9-0000-3be4a59c-09-s2-d16,64,-0.25,0.17536809360305042,-0.5937214634619787,0.0937214634619788,UNRESOLVED,near_tie
2025-2025040815gm-00a9-0000-3be4a59c-09-s2-d16,128,-0.234375,0.11658927029463151,-0.46288996977747776,-0.005860030222522239,REJECTED,
2025-2025040815gm-00a9-0000-3be4a59c-09-s2-d16,192,-0.19791666666666666,0.08807607154613231,-0.37054576689708596,-0.025287566436247327,REJECTED,
2025-2025041222gm-00a9-0000-8add91ad-00-s3-d8,64,-1.46875,1.0683414934500037,-3.562699327162007,0.6251993271620071,UNRESOLVED,high_variance
2025-2025041222gm-00a9-0000-8add91ad-00-s3-d8,128,0.609375,0.803706532160588,-0.9658898030347525,2.1846398030347522,UNRESOLVED,high_variance
2025-2025041222gm-00a9-0000-8add91ad-00-s3-d8,192,0.46875,0.6734860474002097,-0.8512826529044109,1.7887826529044109,UNRESOLVED,near_tie
2025-2025041222gm-00a9-0000-8add91ad-00-s3-d8,256,0.6015625,0.5634844241930834,-0.5028669714184435,1.7059919714184435,UNRESOLVED,high_variance
2025-2025041619gm-00a9-0000-31ca159b-01-s2-d19,64,1.625,0.8772646430628867,-0.09443870040325786,3.344438700403258,UNRESOLVED,high_variance
2025-2025041619gm-00a9-0000-31ca159b-01-s2-d19,128,1.09375,0.6103033384000162,-0.10244454326403174,2.2899445432640317,UNRESOLVED,high_variance
2025-2025041619gm-00a9-0000-31ca159b-01-s2-d19,192,0.7604166666666666,0.4886634538901289,-0.197363702957986,1.7181970362913193,UNRESOLVED,high_variance
2025-2025041619gm-00a9-0000-31ca159b-01-s2-d19,256,0.6328125,0.4238140238629636,-0.19786298677140857,1.4634879867714086,UNRESOLVED,high_variance
2025-2025123121gm-00a9-0000-60ebef25-12-s1-d11,64,0.0,0.1336306209562122,-0.2619160170741759,0.2619160170741759,UNRESOLVED,near_tie
2025-2025123121gm-00a9-0000-60ebef25-12-s1-d11,128,-0.109375,0.1722771779954352,-0.447038268871053,0.22828826887105302,UNRESOLVED,near_tie
2025-2025123121gm-00a9-0000-60ebef25-12-s1-d11,192,-0.13541666666666666,0.13049434120892336,-0.3911855754361564,0.12035224210282311,UNRESOLVED,near_tie
